Classifier,Noise Level,Seed,Metric,Value
CatBoost,0.0,53,f1_score,0.8297872340425532
CatBoost,0.05,53,accuracy_score,0.7625
CatBoost,0.05,53,precision_score,0.7708333333333334
CatBoost,0.05,53,recall_score,0.8222222222222222
CatBoost,0.05,53,f1_score,0.7956989247311828
CatBoost,0.1,53,accuracy_score,0.775
CatBoost,0.1,53,precision_score,0.7755102040816326
CatBoost,0.1,53,recall_score,0.8444444444444444
CatBoost,0.1,53,f1_score,0.8085106382978723
CatBoost,0.15,53,accuracy_score,0.775
CatBoost,0.15,53,precision_score,0.7872340425531915
CatBoost,0.15,53,recall_score,0.8222222222222222
CatBoost,0.15,53,f1_score,0.8043478260869565
CatBoost,0.2,53,accuracy_score,0.7625
CatBoost,0.2,53,precision_score,0.76
CatBoost,0.2,53,recall_score,0.8444444444444444
CatBoost,0.2,53,f1_score,0.8
Bagging,0.0,54,accuracy_score,0.75
Bagging,0.0,54,precision_score,0.8333333333333334
Bagging,0.0,54,recall_score,0.6818181818181818
Bagging,0.0,54,f1_score,0.75
Bagging,0.05,54,accuracy_score,0.75
Bagging,0.05,54,precision_score,0.8157894736842105
Bagging,0.05,54,recall_score,0.7045454545454546
Bagging,0.05,54,f1_score,0.7560975609756098
Bagging,0.1,54,accuracy_score,0.7125
Bagging,0.1,54,precision_score,0.7692307692307693
Bagging,0.1,54,recall_score,0.6818181818181818
Bagging,0.1,54,f1_score,0.7228915662650602
Bagging,0.15,54,accuracy_score,0.725
Bagging,0.15,54,precision_score,0.8055555555555556
Bagging,0.15,54,recall_score,0.6590909090909091
Bagging,0.15,54,f1_score,0.725
Bagging,0.2,54,accuracy_score,0.6875
Bagging,0.2,54,precision_score,0.8064516129032258
Bagging,0.2,54,recall_score,0.5681818181818182
Bagging,0.2,54,f1_score,0.6666666666666666
MLP Classifier,0.0,54,accuracy_score,0.9875
MLP Classifier,0.0,54,precision_score,0.9777777777777777
MLP Classifier,0.0,54,recall_score,1.0
MLP Classifier,0.0,54,f1_score,0.9887640449438202
MLP Classifier,0.05,54,accuracy_score,1.0
MLP Classifier,0.05,54,precision_score,1.0
MLP Classifier,0.05,54,recall_score,1.0
MLP Classifier,0.05,54,f1_score,1.0
MLP Classifier,0.1,54,accuracy_score,1.0
MLP Classifier,0.1,54,precision_score,1.0
MLP Classifier,0.1,54,recall_score,1.0
MLP Classifier,0.1,54,f1_score,1.0
MLP Classifier,0.15,54,accuracy_score,0.975
MLP Classifier,0.15,54,precision_score,0.9772727272727273
MLP Classifier,0.15,54,recall_score,0.9772727272727273
MLP Classifier,0.15,54,f1_score,0.9772727272727273
MLP Classifier,0.2,54,accuracy_score,0.975
MLP Classifier,0.2,54,precision_score,0.9772727272727273
MLP Classifier,0.2,54,recall_score,0.9772727272727273
MLP Classifier,0.2,54,f1_score,0.9772727272727273
CatBoost,0.0,54,accuracy_score,0.8125
CatBoost,0.0,54,precision_score,0.8536585365853658
CatBoost,0.0,54,recall_score,0.7954545454545454
CatBoost,0.0,54,f1_score,0.8235294117647058
CatBoost,0.05,54,accuracy_score,0.8
CatBoost,0.05,54,precision_score,0.85
CatBoost,0.05,54,recall_score,0.7727272727272727
CatBoost,0.05,54,f1_score,0.8095238095238095
CatBoost,0.1,54,accuracy_score,0.8
CatBoost,0.1,54,precision_score,0.85
CatBoost,0.1,54,recall_score,0.7727272727272727
CatBoost,0.1,54,f1_score,0.8095238095238095
CatBoost,0.15,54,accuracy_score,0.7875
CatBoost,0.15,54,precision_score,0.8648648648648649
CatBoost,0.15,54,recall_score,0.7272727272727273
CatBoost,0.15,54,f1_score,0.7901234567901234
CatBoost,0.2,54,accuracy_score,0.7875
CatBoost,0.2,54,precision_score,0.8461538461538461
CatBoost,0.2,54,recall_score,0.75
CatBoost,0.2,54,f1_score,0.7951807228915663
Bagging,0.0,55,accuracy_score,0.8
Bagging,0.0,55,precision_score,0.7666666666666667
Bagging,0.0,55,recall_score,0.71875
Bagging,0.0,55,f1_score,0.7419354838709677
Bagging,0.05,55,accuracy_score,0.7625
Bagging,0.05,55,precision_score,0.696969696969697
Bagging,0.05,55,recall_score,0.71875
Bagging,0.05,55,f1_score,0.7076923076923077
Bagging,0.1,55,accuracy_score,0.7375
Bagging,0.1,55,precision_score,0.6774193548387096
Bagging,0.1,55,recall_score,0.65625
Bagging,0.1,55,f1_score,0.6666666666666666
Bagging,0.15,55,accuracy_score,0.7125
Bagging,0.15,55,precision_score,0.6285714285714286
Bagging,0.15,55,recall_score,0.6875
Bagging,0.15,55,f1_score,0.6567164179104478
Bagging,0.2,55,accuracy_score,0.6625
Bagging,0.2,55,precision_score,0.5714285714285714
Bagging,0.2,55,recall_score,0.625
Bagging,0.2,55,f1_score,0.5970149253731343
MLP Classifier,0.0,55,accuracy_score,0.95
MLP Classifier,0.0,55,precision_score,1.0
MLP Classifier,0.0,55,recall_score,0.875
MLP Classifier,0.0,55,f1_score,0.9333333333333333
MLP Classifier,0.05,55,accuracy_score,0.95
MLP Classifier,0.05,55,precision_score,1.0
MLP Classifier,0.05,55,recall_score,0.875
MLP Classifier,0.05,55,f1_score,0.9333333333333333
MLP Classifier,0.1,55,accuracy_score,0.9375
MLP Classifier,0.1,55,precision_score,0.9655172413793104
MLP Classifier,0.1,55,recall_score,0.875
MLP Classifier,0.1,55,f1_score,0.9180327868852459
MLP Classifier,0.15,55,accuracy_score,0.9375
MLP Classifier,0.15,55,precision_score,0.9655172413793104
MLP Classifier,0.15,55,recall_score,0.875
MLP Classifier,0.15,55,f1_score,0.9180327868852459
MLP Classifier,0.2,55,accuracy_score,0.925
MLP Classifier,0.2,55,precision_score,0.9333333333333333
MLP Classifier,0.2,55,recall_score,0.875
MLP Classifier,0.2,55,f1_score,0.9032258064516129
CatBoost,0.0,55,accuracy_score,0.75
CatBoost,0.0,55,precision_score,0.6764705882352942
CatBoost,0.0,55,recall_score,0.71875
CatBoost,0.0,55,f1_score,0.696969696969697
CatBoost,0.05,55,accuracy_score,0.7625
CatBoost,0.05,55,precision_score,0.696969696969697
CatBoost,0.05,55,recall_score,0.71875
CatBoost,0.05,55,f1_score,0.7076923076923077
CatBoost,0.1,55,accuracy_score,0.775
CatBoost,0.1,55,precision_score,0.7058823529411765
CatBoost,0.1,55,recall_score,0.75
CatBoost,0.1,55,f1_score,0.7272727272727273
CatBoost,0.15,55,accuracy_score,0.7125
CatBoost,0.15,55,precision_score,0.6216216216216216
CatBoost,0.15,55,recall_score,0.71875
CatBoost,0.15,55,f1_score,0.6666666666666666
CatBoost,0.2,55,accuracy_score,0.7
CatBoost,0.2,55,precision_score,0.6
CatBoost,0.2,55,recall_score,0.75
CatBoost,0.2,55,f1_score,0.6666666666666666
Bagging,0.0,56,accuracy_score,0.75
Bagging,0.0,56,precision_score,0.65
Bagging,0.0,56,recall_score,0.8125
Bagging,0.0,56,f1_score,0.7222222222222222
Bagging,0.05,56,accuracy_score,0.6625
Bagging,0.05,56,precision_score,0.5641025641025641
Bagging,0.05,56,recall_score,0.6875
Bagging,0.05,56,f1_score,0.6197183098591549
Bagging,0.1,56,accuracy_score,0.6625
Bagging,0.1,56,precision_score,0.5555555555555556
Bagging,0.1,56,recall_score,0.78125
Bagging,0.1,56,f1_score,0.6493506493506493
Bagging,0.15,56,accuracy_score,0.6125
Bagging,0.15,56,precision_score,0.5106382978723404
Bagging,0.15,56,recall_score,0.75
Bagging,0.15,56,f1_score,0.6075949367088608
Bagging,0.2,56,accuracy_score,0.6375
Bagging,0.2,56,precision_score,0.5405405405405406
Bagging,0.2,56,recall_score,0.625
Bagging,0.2,56,f1_score,0.5797101449275363
MLP Classifier,0.0,56,accuracy_score,0.9375
MLP Classifier,0.0,56,precision_score,0.8648648648648649
MLP Classifier,0.0,56,recall_score,1.0
MLP Classifier,0.0,56,f1_score,0.927536231884058
MLP Classifier,0.05,56,accuracy_score,0.9875
MLP Classifier,0.05,56,precision_score,0.9696969696969697
MLP Classifier,0.05,56,recall_score,1.0
MLP Classifier,0.05,56,f1_score,0.9846153846153847
MLP Classifier,0.1,56,accuracy_score,0.975
MLP Classifier,0.1,56,precision_score,0.9411764705882353
MLP Classifier,0.1,56,recall_score,1.0
MLP Classifier,0.1,56,f1_score,0.9696969696969697
MLP Classifier,0.15,56,accuracy_score,0.9625
MLP Classifier,0.15,56,precision_score,0.9142857142857143
MLP Classifier,0.15,56,recall_score,1.0
MLP Classifier,0.15,56,f1_score,0.9552238805970149
MLP Classifier,0.2,56,accuracy_score,0.975
MLP Classifier,0.2,56,precision_score,0.9411764705882353
MLP Classifier,0.2,56,recall_score,1.0
MLP Classifier,0.2,56,f1_score,0.9696969696969697
CatBoost,0.0,56,accuracy_score,0.675
CatBoost,0.0,56,precision_score,0.5681818181818182
CatBoost,0.0,56,recall_score,0.78125
CatBoost,0.0,56,f1_score,0.6578947368421053
CatBoost,0.05,56,accuracy_score,0.6875
CatBoost,0.05,56,precision_score,0.5813953488372093
CatBoost,0.05,56,recall_score,0.78125
CatBoost,0.05,56,f1_score,0.6666666666666666
CatBoost,0.1,56,accuracy_score,0.6125
CatBoost,0.1,56,precision_score,0.5106382978723404
CatBoost,0.1,56,recall_score,0.75
CatBoost,0.1,56,f1_score,0.6075949367088608
CatBoost,0.15,56,accuracy_score,0.6625
CatBoost,0.15,56,precision_score,0.5581395348837209
CatBoost,0.15,56,recall_score,0.75
CatBoost,0.15,56,f1_score,0.64
CatBoost,0.2,56,accuracy_score,0.6625
CatBoost,0.2,56,precision_score,0.5581395348837209
CatBoost,0.2,56,recall_score,0.75
CatBoost,0.2,56,f1_score,0.64
Bagging,0.0,57,accuracy_score,0.7625
Bagging,0.0,57,precision_score,0.8108108108108109
Bagging,0.0,57,recall_score,0.7142857142857143
Bagging,0.0,57,f1_score,0.759493670886076
Bagging,0.05,57,accuracy_score,0.775
Bagging,0.05,57,precision_score,0.9
Bagging,0.05,57,recall_score,0.6428571428571429
Bagging,0.05,57,f1_score,0.75
Bagging,0.1,57,accuracy_score,0.7125
Bagging,0.1,57,precision_score,0.8064516129032258
Bagging,0.1,57,recall_score,0.5952380952380952
Bagging,0.1,57,f1_score,0.684931506849315
Bagging,0.15,57,accuracy_score,0.7625
Bagging,0.15,57,precision_score,0.8285714285714286
Bagging,0.15,57,recall_score,0.6904761904761905
Bagging,0.15,57,f1_score,0.7532467532467533
Bagging,0.2,57,accuracy_score,0.7
Bagging,0.2,57,precision_score,0.7647058823529411
Bagging,0.2,57,recall_score,0.6190476190476191
Bagging,0.2,57,f1_score,0.6842105263157895
MLP Classifier,0.0,57,accuracy_score,0.975
MLP Classifier,0.0,57,precision_score,0.9761904761904762
MLP Classifier,0.0,57,recall_score,0.9761904761904762
MLP Classifier,0.0,57,f1_score,0.9761904761904762
MLP Classifier,0.05,57,accuracy_score,0.975
MLP Classifier,0.05,57,precision_score,1.0
MLP Classifier,0.05,57,recall_score,0.9523809523809523
MLP Classifier,0.05,57,f1_score,0.975609756097561
MLP Classifier,0.1,57,accuracy_score,0.9875
MLP Classifier,0.1,57,precision_score,1.0
MLP Classifier,0.1,57,recall_score,0.9761904761904762
MLP Classifier,0.1,57,f1_score,0.9879518072289156
MLP Classifier,0.15,57,accuracy_score,0.975
MLP Classifier,0.15,57,precision_score,1.0
MLP Classifier,0.15,57,recall_score,0.9523809523809523
MLP Classifier,0.15,57,f1_score,0.975609756097561
MLP Classifier,0.2,57,accuracy_score,0.975
MLP Classifier,0.2,57,precision_score,1.0
MLP Classifier,0.2,57,recall_score,0.9523809523809523
MLP Classifier,0.2,57,f1_score,0.975609756097561
CatBoost,0.0,57,accuracy_score,0.8125
CatBoost,0.0,57,precision_score,0.8648648648648649
CatBoost,0.0,57,recall_score,0.7619047619047619
CatBoost,0.0,57,f1_score,0.810126582278481
CatBoost,0.05,57,accuracy_score,0.7875
CatBoost,0.05,57,precision_score,0.8571428571428571
CatBoost,0.05,57,recall_score,0.7142857142857143
CatBoost,0.05,57,f1_score,0.7792207792207793
CatBoost,0.1,57,accuracy_score,0.825
CatBoost,0.1,57,precision_score,0.85
CatBoost,0.1,57,recall_score,0.8095238095238095
CatBoost,0.1,57,f1_score,0.8292682926829268
CatBoost,0.15,57,accuracy_score,0.8
CatBoost,0.15,57,precision_score,0.8095238095238095
CatBoost,0.15,57,recall_score,0.8095238095238095
CatBoost,0.15,57,f1_score,0.8095238095238095
CatBoost,0.2,57,accuracy_score,0.775
CatBoost,0.2,57,precision_score,0.7857142857142857
CatBoost,0.2,57,recall_score,0.7857142857142857
CatBoost,0.2,57,f1_score,0.7857142857142857
Bagging,0.0,58,accuracy_score,0.725
Bagging,0.0,58,precision_score,0.6956521739130435
Bagging,0.0,58,recall_score,0.8
Bagging,0.0,58,f1_score,0.7441860465116279
Bagging,0.05,58,accuracy_score,0.7
Bagging,0.05,58,precision_score,0.6904761904761905
Bagging,0.05,58,recall_score,0.725
Bagging,0.05,58,f1_score,0.7073170731707317
Bagging,0.1,58,accuracy_score,0.625
Bagging,0.1,58,precision_score,0.6136363636363636
Bagging,0.1,58,recall_score,0.675
Bagging,0.1,58,f1_score,0.6428571428571429
Bagging,0.15,58,accuracy_score,0.625
Bagging,0.15,58,precision_score,0.625
Bagging,0.15,58,recall_score,0.625
Bagging,0.15,58,f1_score,0.625
Bagging,0.2,58,accuracy_score,0.65
Bagging,0.2,58,precision_score,0.6578947368421053
Bagging,0.2,58,recall_score,0.625
Bagging,0.2,58,f1_score,0.6410256410256411
MLP Classifier,0.0,58,accuracy_score,0.9875
MLP Classifier,0.0,58,precision_score,1.0
MLP Classifier,0.0,58,recall_score,0.975
MLP Classifier,0.0,58,f1_score,0.9873417721518988
MLP Classifier,0.05,58,accuracy_score,0.9875
MLP Classifier,0.05,58,precision_score,1.0
MLP Classifier,0.05,58,recall_score,0.975
MLP Classifier,0.05,58,f1_score,0.9873417721518988
MLP Classifier,0.1,58,accuracy_score,0.975
MLP Classifier,0.1,58,precision_score,0.975
MLP Classifier,0.1,58,recall_score,0.975
MLP Classifier,0.1,58,f1_score,0.975
MLP Classifier,0.15,58,accuracy_score,0.9375
MLP Classifier,0.15,58,precision_score,0.9069767441860465
MLP Classifier,0.15,58,recall_score,0.975
MLP Classifier,0.15,58,f1_score,0.9397590361445783
MLP Classifier,0.2,58,accuracy_score,0.9375
MLP Classifier,0.2,58,precision_score,0.9069767441860465
MLP Classifier,0.2,58,recall_score,0.975
MLP Classifier,0.2,58,f1_score,0.9397590361445783
CatBoost,0.0,58,accuracy_score,0.775
CatBoost,0.0,58,precision_score,0.7391304347826086
CatBoost,0.0,58,recall_score,0.85
CatBoost,0.0,58,f1_score,0.7906976744186046
CatBoost,0.05,58,accuracy_score,0.75
CatBoost,0.05,58,precision_score,0.7083333333333334
CatBoost,0.05,58,recall_score,0.85
CatBoost,0.05,58,f1_score,0.7727272727272727
CatBoost,0.1,58,accuracy_score,0.7625
CatBoost,0.1,58,precision_score,0.723404255319149
CatBoost,0.1,58,recall_score,0.85
CatBoost,0.1,58,f1_score,0.7816091954022989
CatBoost,0.15,58,accuracy_score,0.7625
CatBoost,0.15,58,precision_score,0.723404255319149
CatBoost,0.15,58,recall_score,0.85
CatBoost,0.15,58,f1_score,0.7816091954022989
CatBoost,0.2,58,accuracy_score,0.7375
CatBoost,0.2,58,precision_score,0.6938775510204082
CatBoost,0.2,58,recall_score,0.85
CatBoost,0.2,58,f1_score,0.7640449438202247
Bagging,0.0,59,accuracy_score,0.725
Bagging,0.0,59,precision_score,0.78125
Bagging,0.0,59,recall_score,0.625
Bagging,0.0,59,f1_score,0.6944444444444444
Bagging,0.05,59,accuracy_score,0.7625
Bagging,0.05,59,precision_score,0.8
Bagging,0.05,59,recall_score,0.7
Bagging,0.05,59,f1_score,0.7466666666666667
Bagging,0.1,59,accuracy_score,0.725
Bagging,0.1,59,precision_score,0.78125
Bagging,0.1,59,recall_score,0.625
Bagging,0.1,59,f1_score,0.6944444444444444
Bagging,0.15,59,accuracy_score,0.775
Bagging,0.15,59,precision_score,0.7894736842105263
Bagging,0.15,59,recall_score,0.75
Bagging,0.15,59,f1_score,0.7692307692307693
Bagging,0.2,59,accuracy_score,0.725
Bagging,0.2,59,precision_score,0.78125
Bagging,0.2,59,recall_score,0.625
Bagging,0.2,59,f1_score,0.6944444444444444
MLP Classifier,0.0,59,accuracy_score,0.95
MLP Classifier,0.0,59,precision_score,1.0
MLP Classifier,0.0,59,recall_score,0.9
MLP Classifier,0.0,59,f1_score,0.9473684210526315
MLP Classifier,0.05,59,accuracy_score,0.95
MLP Classifier,0.05,59,precision_score,1.0
MLP Classifier,0.05,59,recall_score,0.9
MLP Classifier,0.05,59,f1_score,0.9473684210526315
MLP Classifier,0.1,59,accuracy_score,0.9625
MLP Classifier,0.1,59,precision_score,1.0
MLP Classifier,0.1,59,recall_score,0.925
MLP Classifier,0.1,59,f1_score,0.961038961038961
MLP Classifier,0.15,59,accuracy_score,0.975
MLP Classifier,0.15,59,precision_score,1.0
MLP Classifier,0.15,59,recall_score,0.95
MLP Classifier,0.15,59,f1_score,0.9743589743589743
MLP Classifier,0.2,59,accuracy_score,0.9625
MLP Classifier,0.2,59,precision_score,1.0
MLP Classifier,0.2,59,recall_score,0.925
MLP Classifier,0.2,59,f1_score,0.961038961038961
CatBoost,0.0,59,accuracy_score,0.775
CatBoost,0.0,59,precision_score,0.7619047619047619
CatBoost,0.0,59,recall_score,0.8
CatBoost,0.0,59,f1_score,0.7804878048780488
CatBoost,0.05,59,accuracy_score,0.775
CatBoost,0.05,59,precision_score,0.7619047619047619
CatBoost,0.05,59,recall_score,0.8
CatBoost,0.05,59,f1_score,0.7804878048780488
CatBoost,0.1,59,accuracy_score,0.8125
CatBoost,0.1,59,precision_score,0.8205128205128205
CatBoost,0.1,59,recall_score,0.8
CatBoost,0.1,59,f1_score,0.810126582278481
CatBoost,0.15,59,accuracy_score,0.8
CatBoost,0.15,59,precision_score,0.7857142857142857
CatBoost,0.15,59,recall_score,0.825
CatBoost,0.15,59,f1_score,0.8048780487804879
CatBoost,0.2,59,accuracy_score,0.8
CatBoost,0.2,59,precision_score,0.8
CatBoost,0.2,59,recall_score,0.8
CatBoost,0.2,59,f1_score,0.8
Bagging,0.0,60,accuracy_score,0.725
Bagging,0.0,60,precision_score,0.6956521739130435
Bagging,0.0,60,recall_score,0.8
Bagging,0.0,60,f1_score,0.7441860465116279
Bagging,0.05,60,accuracy_score,0.7375
Bagging,0.05,60,precision_score,0.7435897435897436
Bagging,0.05,60,recall_score,0.725
Bagging,0.05,60,f1_score,0.7341772151898734
Bagging,0.1,60,accuracy_score,0.7
Bagging,0.1,60,precision_score,0.7352941176470589
Bagging,0.1,60,recall_score,0.625
Bagging,0.1,60,f1_score,0.6756756756756757
Bagging,0.15,60,accuracy_score,0.6875
Bagging,0.15,60,precision_score,0.6923076923076923
Bagging,0.15,60,recall_score,0.675
Bagging,0.15,60,f1_score,0.6835443037974683
Bagging,0.2,60,accuracy_score,0.7125
Bagging,0.2,60,precision_score,0.7073170731707317
Bagging,0.2,60,recall_score,0.725
Bagging,0.2,60,f1_score,0.7160493827160493
MLP Classifier,0.0,60,accuracy_score,0.9875
MLP Classifier,0.0,60,precision_score,0.975609756097561
MLP Classifier,0.0,60,recall_score,1.0
MLP Classifier,0.0,60,f1_score,0.9876543209876543
MLP Classifier,0.05,60,accuracy_score,0.9625
MLP Classifier,0.05,60,precision_score,0.9743589743589743
MLP Classifier,0.05,60,recall_score,0.95
MLP Classifier,0.05,60,f1_score,0.9620253164556962
MLP Classifier,0.1,60,accuracy_score,0.9875
MLP Classifier,0.1,60,precision_score,0.975609756097561
MLP Classifier,0.1,60,recall_score,1.0
MLP Classifier,0.1,60,f1_score,0.9876543209876543
MLP Classifier,0.15,60,accuracy_score,0.975
MLP Classifier,0.15,60,precision_score,0.975
MLP Classifier,0.15,60,recall_score,0.975
MLP Classifier,0.15,60,f1_score,0.975
MLP Classifier,0.2,60,accuracy_score,0.9625
MLP Classifier,0.2,60,precision_score,0.9512195121951219
MLP Classifier,0.2,60,recall_score,0.975
MLP Classifier,0.2,60,f1_score,0.9629629629629629
CatBoost,0.0,60,accuracy_score,0.725
CatBoost,0.0,60,precision_score,0.6956521739130435
CatBoost,0.0,60,recall_score,0.8
CatBoost,0.0,60,f1_score,0.7441860465116279
CatBoost,0.05,60,accuracy_score,0.7125
CatBoost,0.05,60,precision_score,0.6888888888888889
CatBoost,0.05,60,recall_score,0.775
CatBoost,0.05,60,f1_score,0.7294117647058823
CatBoost,0.1,60,accuracy_score,0.7125
CatBoost,0.1,60,precision_score,0.6888888888888889
CatBoost,0.1,60,recall_score,0.775
CatBoost,0.1,60,f1_score,0.7294117647058823
CatBoost,0.15,60,accuracy_score,0.7
CatBoost,0.15,60,precision_score,0.6666666666666666
CatBoost,0.15,60,recall_score,0.8
CatBoost,0.15,60,f1_score,0.7272727272727273
CatBoost,0.2,60,accuracy_score,0.725
CatBoost,0.2,60,precision_score,0.7142857142857143
CatBoost,0.2,60,recall_score,0.75
CatBoost,0.2,60,f1_score,0.7317073170731707
Bagging,0.0,61,accuracy_score,0.85
Bagging,0.0,61,precision_score,0.8222222222222222
Bagging,0.0,61,recall_score,0.9024390243902439
Bagging,0.0,61,f1_score,0.8604651162790697
Bagging,0.05,61,accuracy_score,0.7875
Bagging,0.05,61,precision_score,0.7857142857142857
Bagging,0.05,61,recall_score,0.8048780487804879
Bagging,0.05,61,f1_score,0.7951807228915663
Bagging,0.1,61,accuracy_score,0.7625
Bagging,0.1,61,precision_score,0.75
Bagging,0.1,61,recall_score,0.8048780487804879
Bagging,0.1,61,f1_score,0.7764705882352941
Bagging,0.15,61,accuracy_score,0.725
Bagging,0.15,61,precision_score,0.7111111111111111
Bagging,0.15,61,recall_score,0.7804878048780488
Bagging,0.15,61,f1_score,0.7441860465116279
Bagging,0.2,61,accuracy_score,0.7
Bagging,0.2,61,precision_score,0.7073170731707317
Bagging,0.2,61,recall_score,0.7073170731707317
Bagging,0.2,61,f1_score,0.7073170731707317
MLP Classifier,0.0,61,accuracy_score,0.9625
MLP Classifier,0.0,61,precision_score,0.975
MLP Classifier,0.0,61,recall_score,0.9512195121951219
MLP Classifier,0.0,61,f1_score,0.9629629629629629
MLP Classifier,0.05,61,accuracy_score,0.9625
MLP Classifier,0.05,61,precision_score,0.975
MLP Classifier,0.05,61,recall_score,0.9512195121951219
MLP Classifier,0.05,61,f1_score,0.9629629629629629
MLP Classifier,0.1,61,accuracy_score,0.9625
MLP Classifier,0.1,61,precision_score,0.975
MLP Classifier,0.1,61,recall_score,0.9512195121951219
MLP Classifier,0.1,61,f1_score,0.9629629629629629
MLP Classifier,0.15,61,accuracy_score,0.9625
MLP Classifier,0.15,61,precision_score,0.975
MLP Classifier,0.15,61,recall_score,0.9512195121951219
MLP Classifier,0.15,61,f1_score,0.9629629629629629
MLP Classifier,0.2,61,accuracy_score,0.95
MLP Classifier,0.2,61,precision_score,0.9743589743589743
MLP Classifier,0.2,61,recall_score,0.926829268292683
MLP Classifier,0.2,61,f1_score,0.95
CatBoost,0.0,61,accuracy_score,0.8375
CatBoost,0.0,61,precision_score,0.7916666666666666
CatBoost,0.0,61,recall_score,0.926829268292683
CatBoost,0.0,61,f1_score,0.8539325842696629
CatBoost,0.05,61,accuracy_score,0.8
CatBoost,0.05,61,precision_score,0.7659574468085106
CatBoost,0.05,61,recall_score,0.8780487804878049
CatBoost,0.05,61,f1_score,0.8181818181818182
CatBoost,0.1,61,accuracy_score,0.8
CatBoost,0.1,61,precision_score,0.7659574468085106
CatBoost,0.1,61,recall_score,0.8780487804878049
CatBoost,0.1,61,f1_score,0.8181818181818182
CatBoost,0.15,61,accuracy_score,0.775
CatBoost,0.15,61,precision_score,0.7555555555555555
CatBoost,0.15,61,recall_score,0.8292682926829268
CatBoost,0.15,61,f1_score,0.7906976744186046
CatBoost,0.2,61,accuracy_score,0.775
CatBoost,0.2,61,precision_score,0.7555555555555555
CatBoost,0.2,61,recall_score,0.8292682926829268
CatBoost,0.2,61,f1_score,0.7906976744186046
Bagging,0.0,62,accuracy_score,0.7875
Bagging,0.0,62,precision_score,0.8387096774193549
Bagging,0.0,62,recall_score,0.6842105263157895
Bagging,0.0,62,f1_score,0.7536231884057971
Bagging,0.05,62,accuracy_score,0.75
Bagging,0.05,62,precision_score,0.78125
Bagging,0.05,62,recall_score,0.6578947368421053
Bagging,0.05,62,f1_score,0.7142857142857143
Bagging,0.1,62,accuracy_score,0.725
Bagging,0.1,62,precision_score,0.7666666666666667
Bagging,0.1,62,recall_score,0.6052631578947368
Bagging,0.1,62,f1_score,0.6764705882352942
Bagging,0.15,62,accuracy_score,0.725
Bagging,0.15,62,precision_score,0.7666666666666667
Bagging,0.15,62,recall_score,0.6052631578947368
Bagging,0.15,62,f1_score,0.6764705882352942
Bagging,0.2,62,accuracy_score,0.6625
Bagging,0.2,62,precision_score,0.6666666666666666
Bagging,0.2,62,recall_score,0.5789473684210527
Bagging,0.2,62,f1_score,0.6197183098591549
MLP Classifier,0.0,62,accuracy_score,0.95
MLP Classifier,0.0,62,precision_score,0.925
MLP Classifier,0.0,62,recall_score,0.9736842105263158
MLP Classifier,0.0,62,f1_score,0.9487179487179487
MLP Classifier,0.05,62,accuracy_score,0.9375
MLP Classifier,0.05,62,precision_score,0.9459459459459459
MLP Classifier,0.05,62,recall_score,0.9210526315789473
MLP Classifier,0.05,62,f1_score,0.9333333333333333
MLP Classifier,0.1,62,accuracy_score,0.925
MLP Classifier,0.1,62,precision_score,0.9210526315789473
MLP Classifier,0.1,62,recall_score,0.9210526315789473
MLP Classifier,0.1,62,f1_score,0.9210526315789473
MLP Classifier,0.15,62,accuracy_score,0.9375
MLP Classifier,0.15,62,precision_score,0.9230769230769231
MLP Classifier,0.15,62,recall_score,0.9473684210526315
MLP Classifier,0.15,62,f1_score,0.935064935064935
MLP Classifier,0.2,62,accuracy_score,0.9125
MLP Classifier,0.2,62,precision_score,0.8974358974358975
MLP Classifier,0.2,62,recall_score,0.9210526315789473
MLP Classifier,0.2,62,f1_score,0.9090909090909091
CatBoost,0.0,62,accuracy_score,0.7375
CatBoost,0.0,62,precision_score,0.7297297297297297
CatBoost,0.0,62,recall_score,0.7105263157894737
CatBoost,0.0,62,f1_score,0.72
CatBoost,0.05,62,accuracy_score,0.7
CatBoost,0.05,62,precision_score,0.6842105263157895
CatBoost,0.05,62,recall_score,0.6842105263157895
CatBoost,0.05,62,f1_score,0.6842105263157895
CatBoost,0.1,62,accuracy_score,0.725
CatBoost,0.1,62,precision_score,0.7105263157894737
CatBoost,0.1,62,recall_score,0.7105263157894737
CatBoost,0.1,62,f1_score,0.7105263157894737
CatBoost,0.15,62,accuracy_score,0.7125
CatBoost,0.15,62,precision_score,0.6923076923076923
CatBoost,0.15,62,recall_score,0.7105263157894737
CatBoost,0.15,62,f1_score,0.7012987012987013
CatBoost,0.2,62,accuracy_score,0.7
CatBoost,0.2,62,precision_score,0.675
CatBoost,0.2,62,recall_score,0.7105263157894737
CatBoost,0.2,62,f1_score,0.6923076923076923
Bagging,0.0,63,accuracy_score,0.75
Bagging,0.0,63,precision_score,0.7878787878787878
Bagging,0.0,63,recall_score,0.6666666666666666
Bagging,0.0,63,f1_score,0.7222222222222222
Bagging,0.05,63,accuracy_score,0.7125
Bagging,0.05,63,precision_score,0.7222222222222222
Bagging,0.05,63,recall_score,0.6666666666666666
Bagging,0.05,63,f1_score,0.6933333333333334
Bagging,0.1,63,accuracy_score,0.725
Bagging,0.1,63,precision_score,0.7428571428571429
Bagging,0.1,63,recall_score,0.6666666666666666
Bagging,0.1,63,f1_score,0.7027027027027027
Bagging,0.15,63,accuracy_score,0.6875
